REGISTRO_OPERADORA;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
334189;26461699000180;COMPANHIA NACIONAL DE ABASTECIMENTO - CONAB;COMPANHIA NACIONAL DE ABASTECIMENTO - C0NAB;Autogestão;"SGAS QUADRA 901, CONJUNTO ""A"", EDIFÍCIO ";69;ASA SUL;PLANO PILOTO;Brasília;DF;70390010;61;33126072;;nilda.mendes@conab.gov.br;NILDA MARIA DOMINGOS MENDES;SUPERINT DE DESENV. DE PESSOAS;4;1999-01-05
420247;23920704000188;COMPAR ADMINISTRADORA DE BENEFICIOS LTDA - ME;COMPAR ADMINISTRADORA DE BENEFICIOS;Administradora de Benefícios;RUA XV DE NOVEMBRO;1234;CONJ 1203, ANDAR 12, COND EUGENIA CAMPOS;CENTRO;Curitiba;PR;80060000;41;31140469;;COMPAR@COMPARADM.COM.BR;ALMIR RODRIGUES;REPRESENTANTE LEGAL;6;2016-10-25
424579;60662550000106;CONECTA ADMINISTRADORA DE BENEFICIOS LTDA;CONECTA BEM;Administradora de Benefícios;AVENIDA PRESIDENTE EPTACIO PESSOA;955;CXPST 64;ESTADOS;João Pessoa;PB;58030000;82;32210879;;administrativo@bemconecta.com;MISCELINIA MAYNI MACHADO DE MELO RATTES;DIRETORA ADMIMISTRATIVO-F;;2025-06-30
423220;45400278000194;CONECTAPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA;CONECTAPLAN BENEFÍCIOS;Administradora de Benefícios;ALAMEDA SANTOS;2441;4º ANDAR CONJ 41 E 42 SALA 02;CERQUEIRA CESAR;São Paulo;SP;01419101;11;39952217;;contato@conectaplan.com.br; PAULO ROGERIO SANTINI GABRIEL;ADMINISTRADOR;;2022-05-05
405931;60537495000114;CONSTRUDENTE ASSISTENCIA ODONTOLOGICA LTDA;CONSTRUDENTE;Odontologia de Grupo;RUA VOLUNTÁRIOS DA PATRIA;2505;CS 19;SANTANA;São Paulo;SP;02401000;11;30786904;30786904;lia@construdente.com.br;LIA ROSSI GILOS;SÓCIA ADMINISTRADORA;4;1999-06-30
418323;13286268000183;CONTEM ADMINISTRADORA DE PLANOS DE SAÚDE LTDA.;CONTEM ADMINISTRADORA DE BENEFICIOS;Administradora de Benefícios;RUA DO CARMO;08;10º ANDAR;CENTRO;Rio de Janeiro;RJ;20011020;21;35274747;;juridico@grupocontem.com.br;ANDREA DOS SANTOS MOURA;PRESIDENTE;4;2011-12-21
407241;02298249000150;COOP-ODONTOCLASSIC - COOPERATIVA DE TRABALHO ODONTOLÓGICO;ODONTOCLASSIC;Cooperativa odontológica;RUA RIO DE JANEIRO;821;;CENTRO;Avaré;SP;18700130;14;9292;37332022;diretoria@odontoclassic.com.br;JOSE ROBERTO SOUTO SILVA;DIRETOR OPERACIONAL;5;1999-08-16
353477;01041724000146;COOPERATIVA DE ASSISTÊNCIA ODONTOLÓGICA VALE DO CAÍ LTDA - DENTSUL;DENTSUL;Cooperativa odontológica;RUA CAPITAO PORFIRIO;1551;;CENTRO;Montenegro;RS;95780000;51;36322297;516322297;gerencia@dentsul.com.br;DENISE GIRON;PRESIDENTE;5;1998-12-22
418242;01750093000134;COOPERATIVA DE SAÚDE ODONTOLÓGICA - UNIODONTO RORAIMA;UNIODONTO DE RORAIMA;Cooperativa odontológica;AVENIDA CAPITÃO JULIO BEZERRA;952;;SÃO FRANCISCO;Boa Vista;RR;69305025;95;36234900;36234900;diretoria@uniodontorr.com.br;CARLOS ALEXANDRE PRADO HORTA;PRESIDENTE;6;2011-09-27
359459;02725037000102;COOPERATIVA DOS CIRURGIÕES DENTISTAS DO ESTADO DE SERGIPE;COOPERDONTO;Cooperativa odontológica;AVENIDA BARÃO DE MARUIM;993;;CENTRO;Aracaju;SE;49015040;79;32146343;32145556;contato@cooperdonto-se.com.br;JOÃO TELES DE MELO FILHO;PRESIDENTE;3;1998-12-30
400572;02947180000149;COOPERATIVA EVIDENTE - COOPERATIVA DE TRABALHO ODONTOLÓGICA DE BOTUCATU;EVIDENTE;Cooperativa odontológica;RUA DR CARDOSO DE ALMEIDA;579;;CENTRO;Botucatu;SP;18600005;14;38824142;38824142;evidente@evidente.com.br;JOÃO ANTONIO GODOY;PRESIDENTE;5;1999-02-18
342335;01501597000110;COOPERATIVA ODONTOLÓGICA DE GARANHUNS E AGRESTE MERIDIONAL.;UNIODONTO GARANHUNS;Cooperativa odontológica;R DR JOSE MARIANO;193;;SAO JOSE;Garanhuns;PE;55293335;87;37621760;37621760;uniodonto@uniodontogaranhuns.coop.br;DANIEL VALENCA ARRUDA VIEIRA;PRESIDENTE;5;1998-12-18
402010;00491998000174;COOPERATIVA ODONTOLÓGICA REGIÃO SUL DA BAHIA - UNIODONTO;UNIODONTO ITABUNA;Cooperativa odontológica;RUA MARIÁ FERREIRA;245;1º ANDAR;CENTRO;Itabuna;BA;45600120;07;336134760;36134760;uniodontoitb@gmail.com;MARIO AUGUSTO DIAS BRUM;PRESIDENTE;5;1999-03-12
353892;19052653000142;COOPERCISO - CENTRO INTEGRADO DE SERVIÇO ODONTOLÓGICO S/S LTDA.;COOPERCISO;Odontologia de Grupo;RUA JAIME MARTINS RIÊRA;31;;BOA VISTA;Itajubá;MG;37505042;35;36234600;36234600;cooperciso@cooperciso.com.br;LUCAS PEREIRA GONÇALVES;DIRETOR ADMINISTRATIVO;5;1999-01-25
418757;73505463000189;CORPLIFE ADMINISTRADORA DE BENEFÍCIOS LTDA ;CORPLIFE ADMINISTRADORA DE BENEFÍCIOS LTDA ;Administradora de Benefícios;RUA VITÓRIA;2296;;NEVA;Cascavel;PR;85802229;45;32240204;;corplife@corplife.com.br;ARISTIDES ALVES DOS REIS;ADMINISTRADOR;6;2013-01-11
418960;17670901000193;CORPORE ADMINISTRADORA DE BENEFICIOS DA SAUDE LTDA;;Administradora de Benefícios;ALAMEDA RIO NEGRO;500;9º ANDAR / SALA 901 A 916 / TORRE 2;ALPHAVILLE CENTRO INDUSTRIAL E;Barueri;SP;06454000;11;43494200;;valquiria.brovini@corpesaude.com.br;DIRCEU CANAL;SóCIO ADMINISTRADOR;4;2013-08-01
368181;19009638000111;CROE - CENTRO DE REABILITACAO ORAL ESPECIALIZADO LTDA;CROE-CENTRO DE REABILITAÇAO ORAL ESPECIALIZADO LTDA;Odontologia de Grupo;OSCAR VIDAL ;252;Sala 201;CENTRO;Juiz de Fora;MG;36016290;32;33116699;;ceaccroe@croe.com.br;CLAUDIA CABRINI PINTO DE LUCCA;SOCIO QUOTISTA;6;1999-01-05
421952;33803129000197;CRZ PLANO ODONTOLÓGICO LTDA;CRUZ DENTAL;Odontologia de Grupo;AVENIDA RODOVALHO;722;SALA 13;VILA MOEMA;Tubarão;SC;88705091;48;31910205;;crzdental@gmail.com;DANIELE NIEHUES CRUZ;SÓCIA-ADMINISTRADORA;5;2019-12-03
422045;34824393000170;CTESK ADMINISTRADORA DE BENEFIÍCIOS LTDA;CTESK ADMINISTRADORA DE BENEFIÍCIOS ;Administradora de Benefícios;Q SCN QUADRA 02, BLOCO D, ENTRADA B;SN;SALAS 201 E 203;ASA NORTE;Brasília;DF;70712904;61;32573926;;siloe@ctesk.com.br;SILOÉ JOÃO DE ALMEIDA JUNIOR;Administrador;;2019-12-18
424242;56298884000167;CUIDE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA.;CUIDE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA.;Administradora de Benefícios;AV. GOVERNADOR JOSÉ MALCHER;247;EDIFÍCIO PORTO QUALITY HOSPITAL E OFFICE;NAZARÉ;Belém;PA;66035065;;;;dayana.brito@cuidesaude.com.br;DAYANA DOS SANTOSDE BRITO FLORÊNCIO;ADMINISTRADORA;;2025-01-06
416118;00253137000158;DANA INDUSTRIAS LTDA.;;Autogestão;AVENIDA FERNANDO STECCA;780;PRÉDIO 26 - ADMINISTRAÇÃO;IPORANGA;Sorocaba;SP;18087149;;;;juliana.miranda@dana.com;JULIANA DOS REIS MIRANDA;COORDENADORA DE RH;;2007-06-14
421081;27832058000158;DELFHI PLANOS ODONTOLÓGICOS LTDA;DELFHI ODONTO;Odontologia de Grupo;AV. PRUDENTE DE MORAIS;624;;TIROL;Natal;RN;59020510;84;999862109;;delfino@delfhicorretora.com.br;FRANCISCO DELFINO DA SILVA;SÓCIO ADMINISTRADOR;5;2017-10-02
420239;24619902000179;DENTAL CARE ASSISTÊNCIA ODONTOLÓGICA LTDA;DENTAL CARE;Odontologia de Grupo;RUA DO IMPERADOR;359;;CENTRO;Maceió;AL;57020670;82;30220163;30220163;financeiro@planodentalcare.com.br;LEONINO VIEIRA DA SILVA FILHO;SóCIO ADMINISTRADOR;5;2016-10-25
386219;66493529000100;DENTAL CARE CLINICA ODONTOLOGICA LTDA;ODONTOLOGICA;Odontologia de Grupo;RUA MATO GROSSO;1001;;CENTRO;Avaré;SP;18700150;14;37322286;37322286;odontologica_avare@terra.com.br;HILTON SERGIO ISMAEL LUTTI;SOCIO;5;1999-01-20
424676;58739669000180;DENTAL KLIN ASSISTENCIA ODONTOLOGICA LTDA;DENTAL KLIN;Odontologia de Grupo;Calçada das Tulipas;12;;Centro Comercial - Alphaville;Barueri;SP;06405302;11;999191091;;dirceu.canal@corpesaude.com.br;DIRCEU CANAL;ADMINISTRADOR;;2025-10-07
424447;20735214000113;DENTAL SAUDE SUPREME PLANOS ODONTOLOGICOS LTDA;DENTAL SUPREME;Odontologia de Grupo;RUA ACRE;12;SALA 406 CONJ VIEIR CEM;NOSSA SENHORA DAS GRACAS;Manaus;AM;69053130;92;995150399;;MAISDENTALASSESSORIA@GMAIL.COM;RENIELTON MORAES DE AQUINO;SÓCIO-ADMINISTRADOR;;2025-05-12
423050;43192903000124;DENTAL WHITE PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;DENTAL WHITE;Odontologia de Grupo;RUA DEPUTADO JOSÉ LAGES;275;;PONTA VERDE;Maceió;AL;57035330;82;30214141;;contato@planodentalwhite.com.br;CRISTIANO MORAES DOS SANTOS;DIR ADM FIN;;2021-11-22
333620;00073193000100;DENTAL-MED ASSISTENCIA ODONTOLOGICA S/S LTDA;ORALMED ASSISTENCIA ODONTOLOGICA;Odontologia de Grupo;AV. RIO DE JANEIRO;1201;TERREO;CENTRO;Londrina;PR;86010150;43;33247000;33247000;oralmed@onda.com.br;ROBERTO PRESCINOTTI;SOCIO ADMINISTRADOR;6;1999-01-25
401463;01364933000120;DENTALMASTER COMÉRCIO DE PLANOS ODONTOLÓGICOS LTDA;DENTALMASTER;Odontologia de Grupo;RUA CARLOS VASCONCELOS ;1482;;ALDEOTA;Fortaleza;CE;60115171;85;32655555;32655555;dentalmaster@planodentalmaster.com.br;FRANCISCO FERNANDO ROCHA NOVAIS;SÓCIO;6;1999-03-04
422975;39527909000138;DENTALMASTER LTDA;DENTALMASTER;Odontologia de Grupo;AV. DOM PEDRO II;421.0;SALA A ;CENTRO ;São Lourenço;MG;37465000;35;91251077;;administrativo@dentalmastermg.com.br;DANIEL PEREIRA PAIVA ;Sócio administrador ;;2021-10-04
416908;05616674000139;DENTALPLAN PLANOS DE ASSISTENCIA ODONTOLOGICA LTDA;DENTALPLAN VALE DO SÃO FRANCISCO;Odontologia de Grupo;RUA CASTRO ALVES;352;;CENTRO;Petrolina;PE;56304340;;;;gerencia@dentalplanvsf.com.br;DIÓGENES CAVALCANTI;DIRETOR ADMINISTRATIVO E FINANCEIRO;5;2009-03-02
327867;01060301000173;DENTIÇÃO CONVÊNIOS ODONTOLÓGICOS LTDA;DENTALPREV;Odontologia de Grupo;RUA ELIZEU DI BERNARDI;34;SALA 411;CAMPINAS;São José;SC;88101050;;;;financeirofloripa@dentalprev.com.br;CLAUDIO JOAO BUCCO;ADMINISTRADOR;5;1998-12-21
414425;03113408000168;DENTSY ODONTOLOGIA S/S LTDA.;DENTSY ODONTOLOGIA;Odontologia de Grupo;RUA CANDIDO PORTINARI;30;SALA 1;VILA CERCADO GRANDE;Embu das Artes;SP;06804180;11;32842180;;oscar@dentsy.com.br;OSCAR COELHO DE OLIVEIRA;SOCIO ADMINISTRADOR;4;2003-01-13
423271;45768601000187;DIXMED ADMINISTRADORA DE BENEFICIOS LTDA ;DIXMED;Administradora de Benefícios;RUA LAURO MULLER;116;32º ANDAR;BOTAFOGO;Rio de Janeiro;RJ;22290160;21;98801173;;contato@dixmed.com.br;RICARDO ESCÓRCIO DE AZEVEDO;REPRESENTANTE LEGAL;;2022-06-14
423653;47058412000146;DR DIA PLANOS ODONTOLOGICOS E SAUDE LTDA;DR DIA PLANOS ODONTOLOGICOS E SAUDE LTDA;Odontologia de Grupo;Avenida Paraná;130;Sala 115;Centro;Ivaiporã;PR;86870000;43;43999351808;;dr.diaplanos@gmail.com;REGINALDO JOSÉ DA SILVA;Sócio-Administrador;;2023-08-07
416282;07893499000152;E.X.M BRASIL SAÚDE LTDA;AMEX SAÚDE;Medicina de Grupo;AV. TANCREDO NEVES;620;EDIF. MUNDO PLAZA, SALA 2310 A 2315;CAMINHO DAS ÁRVORES;Salvador;BA;41820020;71;30323900;33415752;amexsaude@amexsaude.com.br;LUCIVAL OLIVEIRA  ALVES;REPRESENTANTE LEGAL;6;2007-07-30
418927;17312105000189;EASY SAUDE ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;AVENIDA JOÃO CABRAL DE MELO NETO;850;BLOCO 2, SALAS 722 E 723;BARRA DA TIJUCA;Rio de Janeiro;RJ;22775057;21;21235500;;gabriela@easysaude.com;AGENOR PITTA LIMA MEDEIROS;ADMINISTRADOR;6;2013-06-13
421120;27252086000104;EASYPLAN ADMINISTRADORA DE BENEFICIOS LTDA.;EASYPLAN ADMINISTRADORA;Administradora de Benefícios;SCN Quadra 5, Bloco A, Ed. Brasi¿lia Sho;Sala 217 e 218;Parte 6;Asa Norte;Brasília;DF;70715900;61;41414700;;relacionamentoans@easyplan.com.br;ROSILANE DE ALMEIDA MORAES;SÓCIA-DIRETOR;4;2017-12-18
417343;39245402000191;ECS ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;RUA BARãO DE MESQUITA;663;LOJA 20;TIJUCA;Rio de Janeiro;RJ;20540155;21;28413286;;ECS_A@YAHOO.COM;EDINOR CONCEIÇÃO SILVA;REPRESENTANTE;4;2010-06-23
423521;48578525000135;EGRÉGORA  ADMINISTRADORA DE BENEFICIOS S/A;EGRÉGORA  ADMINISTRADORA DE BENEFICIOS S/A;Administradora de Benefícios;AVENIDA DOUTOR OLIVIO LIRA;353;BLOCO III, SALA 1301 e 1302;PRAIA DA COSTA;Vila Velha;ES;29101260;27;99714971;;rosania@evorabeneficios.com.br;OCTACILIO PEDRINHA DE AZEVEDO;DIRETOR PRESIDENTE;;2023-01-20
400891;00352294000110;EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUÁRIA;INFRAERO;Autogestão;SCS QUADRA 3 BLOCO A/B Nº 17/18 ED. OSCA;17;;ASA SUL;Brasília;DF;70303000;61;3222;0512;beneficio_sede@infraero.gov.br;GILVANDRO VASCONCELOS COELHO DE ARAÚJO;REPRESENTANTE LEGAL;1;1999-02-19
424625;60967570000187;ESPERANÇA OPERADORA DE PLANOS DE SAÚDE LTDA;;Medicina de Grupo;RUA DA ASSEMBLEIA;10.0;;CENTRO;Rio de Janeiro;RJ;20011000;21;9601788598;;thiago@unimedicasaude.com;ALEXANDRE RODRIGUES DA SILA;ADMINISTRADOR;;2025-09-15
417441;01856107000107;EV ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios;RUA ELIEZER LEVY;2745;;TREM;Macapá;AP;68901016;91;32421016;32244459;ev.corretora@uol.com.br;VERA MARIA RESQUE VIEIRA ATHIAS;SÓCIO-ADMINISTRADOR;3;2010-07-16
423700;49754083000101;EVO SAUDE ASSISTENCIA MEDICA LTDA;EVO SAÚDE;Medicina de Grupo;QUADRA SAUS - QUADRA 4;S/N;BLOCO A,SALA 1101;ASA SUL;Brasília;DF;70070040;61;982730004;;salgado.brunna@gmail.com;BRUNNA CERQUEIRA SALGADO LIMA;DIRETORA ADMINISTRATIVA E;;2023-09-12
423785;51107481000170;EVOLUÇÃO ADMINISTRADORA DE BENEFICIOS LTDA ;AFFIANCE;Administradora de Benefícios;RUA ITUIUTABA;340;2º ANDAR PARTE;PRADO;Belo Horizonte;MG;30411023;31;31913900;;regulatorio@cscare.com.br;DIEGO ALVES AMARAL;ADMINISTRADOR NÃO SÓCIO;;2023-10-02
424471;58363709000131;EXCLUSIVO ODONTO ASSISTENCIA ODONTOLOGICA LTDA;EXCLUSIVO ODONTO ;Odontologia de Grupo;Rua Jurubatuba;845;Sala 10;Centro;São Bernardo do Campo;SP;09725900;11;981570591;;wagner@exclusivodonto.com.br;WAGNER DE OLIVEIRA BRAGA;ADMINISTRADOR;;2025-04-14
414204;01747987000175;EXTRAMED ADMINISTRAÇÃO E SERVIÇOS MÉDICOS LTDA;EXTRAMED;Administradora de Benefícios;RUA DESEMBARGADOR CLOTARIO PORTUGAL;243;;ALTO SAO FRANCISCO;Curitiba;PR;80410220;41;30688728;30688714;extramed@extramed.com.br;ILEANA MARIA IGLESIAS TEIXEIRA MOURA;DIRETORA PRESIDENTE;1;2001-08-28
423777;11641931000195;FEBRAFITE SAUDE;FEBRAFITE SAUDE;Autogestão;Q SRTVN;QUADRA 702 ;BLOCO P SALA 1057;ASA NORTE;Brasília;DF;70719900;61;3328290733281486;;febrafitesaude@febrafite.org.br;CLEUDES CERQUEIRA DE FREITAS;DIRETOR PRESIDENTE;;2024-03-04
423581;49390919000128;FEDERAL ADMINISTRADORA DE BENEFICIOS LTDA;FEDERAL ADMINISTRADORA DE BENEFICIOS;Administradora de Benefícios;ST SRTVS QD. 701 CONJUNTO E BLOCO 3 SALA;S/N;;ASA SUL;Brasília;DF;70340901;21;988812666;;levi@federaladm.com.br;LEVI PEREIRA FIGUEIREDO NETO;ADMINISTRADOR;;2023-06-26
421847;33105631000124;FOCO ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;AVENIDA DOS FLAMBOYANTS DA PENÍNSULA;100;BLOCO 3, SALA 1207;BARRA DA TIJUCA;Rio de Janeiro;RJ;22776070;;;;michelle.innick@focosaudebr.com.br;MICHELLE INNICK RODRIGUES SILVA;ADMINISTRADOR;6;2019-07-05
423921;52174905000181;FOX SAÚDE ASSISTÊNCIA MÉDICA INTEGRADA LTDA;FOX SAÚDE;Medicina de Grupo;Rua Estado de Israel;262;Sala 0906;Ilha do Leite;Recife;PE;50070415;21;39535406;;Joao.figueiredo@foxsaude.com.br;JOÃO DE FIGUEIREDO PEREIRA CURADO;SOCIO ADMINISTRADOR ;;2024-03-25
419818;09030500000140;FR PLANO ODONTOLÓGICO LTDA;LODONTO ESPAÇO DO SORRISO;Odontologia de Grupo;AV. DOUTOR ARMANDO SALES DE OLIVEIRA;684;3º ANDAR;VILA TRUJILO;Sorocaba;SP;18060370;15;32110904;;ALESSANDRA@LODONTOSOROCABA.COM.BR;ROBERTO ARAÚJO SALLES DE SOUZA;SÓCIO ADMINISTRADOR;5;2015-07-14
339636;00397695000197;FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES;FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES;Autogestão;AV REPÚBLICA DO CHILE;230;5º, 8º E 9º  ANDAR;CENTRO;Rio de Janeiro;RJ;20031170;21;38205200;;fapes.rotinaans@fapes.com.br;MARCELO DE FIGUEIREDO ALVES;Diretor de Seguridade;4;1998-12-24
419443;16692996000183;G2C ADMINISTRADORA DE BENEFICIOS LTDA - ME;;Administradora de Benefícios;RUA DA ASSEMBLEIA ;10;SALAS 2001 A 2003;CENTRO;Rio de Janeiro;RJ;20011000;21;35531692;;juridico@g2cadministradora.com.br;SERGIO BASTOS GUIMARÃES;ADMINISTRADOR;3;2014-08-13
419931;10547779000113;GEAC - GERENCIAMENTO EMPRESARIAL LTDA;;Administradora de Benefícios;RUA DOM PEDRO II;54;SALA 506;CENTRO;Santos;SP;11010080;13;32335351;;joaobolzan@uol.com;JOÃO BOLZAN NETO;ADMINISTRADOR;6;2015-10-28
424226;39734514000106;GESTAO VIDA ADMINISTRADORA DE BENEFICIOS LTDA.;;Administradora de Benefícios;RUA BARÃO DE ITAPETININGA;125;CONJ. 11;REPUBLICA;São Paulo;SP;10420010;11;9788169768;;gestaovidaadm@gmail.com;CLAUDINEI GONCALEZ;SOCIO ADMINISTRADOR;;2024-12-16
423076;43607343000121;GESTÃO ADMINISTRADORA DE PLANOS DE SAUDE LTDA;;Administradora de Benefícios;RUA DO CARMO;08;6 ANDAR;CENTRO;Rio de Janeiro;RJ;20011020;;;;diretoria@gestaoplanodesaude.com.br;MATHEUS MOURA DE LIMA;REPRESENTANTE LEGAL;;2021-10-26
416819;58512310000175;GKN DO BRASIL LTDA;;Autogestão;RUA JOAQUIM SILVEIRA;557;PARQUE SAO SEBASTIAO;PASSO DA MANGUEIRA;Porto Alegre;RS;91060320;51;33499491;33499210;claudio.raiter@gkndriveline.com;CLAUDIO FERNANDO CIPOLATTI RAITER;DIRETOR DE RH;4;2009-01-16
422258;31069197000149;GLOBAL-AL ADMINISTRADORA DE BENEFÍCIOS LTDA;GLOBAL ADMINISTRADORA DE BENEFÍCIOS LTDA;Administradora de Benefícios;R Doutor Pedro Correia;05;Sala 09;Centro;Arapiraca;AL;57300400;82;996964041;;administracao@globalalbeneficios.com.br;ANTONIO SOARES RODRIGUES NETO;Administrador;6;2020-08-04
423726;50354200000110;GOLD PLAN EMPREENDIMENTOS LTDA;GOLD PLAN.;Odontologia de Grupo;RUA ANTONIO NOVATO;16;SALA 4;CENTRO;Pará de Minas;MG;35660008;37;32317525;;comercial@goldplanodonto.com.br;THIAGO SOARES DA COSTA;DIRETOR PRESIDENTE;;2023-09-25
424587;60420501000159;GRINGO PLANOS ODONTOLOGICOS LTDA;GRINGO PLANOS ODONTOLOGICOS ;Odontologia de Grupo;RUA MARANHÃO ;615;SALA 03;CONEGO GETULIO ;Patos de Minas;MG;38700204;34;38144080;;CONTATO@SUPPORTCONTABILIDADEMG.COM.BR;ADEAR XAVIER ALEIXO ;SÓCIO ADMINISTRADOR ;;2025-09-08
423122;20973213000107;H2U ADMINISTRADORA DE BENEFICIOS LTDA.;H2U ADMINISTRADORA;Administradora de Benefícios;ALAMEDA TOCATINS;75;SALA 901;ALPHAVILLE;Barueri;SP;06455020;;;;giuliano.varela@gmail.com;CARLOS RICARDO SQUILLACI;ADMINISTRADOR;5;2022-01-04
424749;61904680000162;HEALTHY LIFE ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;RUA ARMANDO D'OLIVEIRA COBRA;50;SALA 1617;SERIMBURA;São José dos Campos;SP;12246002;61;96651147;;HEALTHYLIFE2331@GMAIL.COM;PAULO MOREIRA BRAZ;SOCIO ADMINISTRADOR;;2026-01-12
419303;18918915000146;HEBROM ADMINISTRADORA DE BENEFICIOS LTDA. - ME;;Administradora de Benefícios;RUA CONSELHEIRO CRISPINIANO;69;SALA 72;REPUBLICA;São Paulo;SP;01037001;11;31512488;31512488;TONYYRODRIGO@HOTMAIL.COM;ANTONIO RODRIGUES FILHO;SóCIO ADMINISTRADOR;2;2014-02-25
423670;49960804000121;HES PLANO DE SAUDE LTDA;;Odontologia de Grupo;RUA VILAGRA CABRITA;986;SALA C;CENTRO;Ji-Paraná;RO;76900018;69;34221788;;planodontohes@gmail.com;SANDRO LUCIO DA SILVA;ADMINISTRADOR;;2023-08-07
424137;54579080000100;HOME ADMINISTRADORA DE BENEFÍCIOS LTDA;HOME BENEFICIOS;Administradora de Benefícios;AV PRESIDENTE GETULIO VARGAS;2707;SALA 04;CENTRO;Floresta;PR;87120000;44;303151517;;contas@cdmseguros.com.br;ORLANDO TELLES WHATELY;Sócio Administrador;;2024-06-17
424391;92030543000170;HOSPITAL DE CLÍNICAS DE PASSO FUNDO;HC HCPF;Filantropia;Rua Tiradentes;295;;Centro;Passo Fundo;RS;99010260;54;21033370;;ines.xavier@hcpf.com.br;PAULO ADIL FERENCI;Presidente;;2025-03-24
421626;16676520000159;HOSPITAL MATER DEI SA ;;Autogestão;Rua Mato Grosso;1100;S/N;Santo Agostinho;Belo Horizonte;MG;30190088;31;33399199;;materdeisaude@materdei.com.br;HENRIQUE MORAES SALVADOR SILVA;Diretor Presidente;;2019-02-18
423343;46316638000137;HUB HEALTH ADMINISTRADORA DE BENEFICIOS LTDA ;HUB HEALTH  ;Administradora de Benefícios;RUA PINTOR LULA CARDOSO AYRES;3196;;IBURA;Recife;PE;51200250;;;;ronaldo@dcampos.com.br;VALDEMES MARIA BEZERRA DA SILVA ;SOCIA - ADMINISTRADORA;;2022-07-21
417050;09298037000112;IBBCA 2008 GESTÃO EM SAÚDE LTDA;IBBCA GESTÃO;Administradora de Benefícios;AV. JOSÉ SILVA DE AZEVEDO NETO;200;EVOLUTION 3 BL. 2 GRUPOS 101, 103 E 108;BARRA DA TIJUCA;Rio de Janeiro;RJ;22775056;21;36132400;39745550;monica.bispo@ibbca.com.br;MONICA BASUS BISPO;REPRESENTANTE;4;2009-07-31
423840;51380961000100;IDEAL ADMINISTRADORA DE BENEFICIOS LTDA;IDEALL SOLUÇÕES EM SAUDE E VIDA;Administradora de Benefícios;AVENIDA RIO GRANDE DO SUL;1421;;CENTRO;Marechal Cândido Rondon;PR;85690000;45;20388000;;ANACAROLINASEYBOTH@GMAIL.COM;ANA CAROLINA HILDEBRAND SEYBOTH;SÓCIA ADMINISTRADORA;;2024-01-02
414921;01176747000168;IDEAL ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA.;;Odontologia de Grupo;Rua Alexandre Dumas;2100;12º andar;Chácara Santo Antônio ;São Paulo;SP;04717913;;;;josepaulo@me.com;JOSÉ PAULO PEREIRA SILVA;SÓCIO ADMINISTRADOR;4;2004-08-17
420751;26032244000140;IDEAL SAÚDE ASSISTÊNCIA MÉDICA AMBULATORIAL LTDA;IDEAL SAÚDE;Medicina de Grupo;Setor SCIA Quadra 14 Conjunto 3;LOTE 03;Zona Industrial (Guará),;GUARA;Brasília;DF;71250115;61;32421250;;diretoria@planoidealsaude.com.br;WILMA SALVIANO DE MEDEIROS MATOS;SÓCIO ADMINISTRADOR;4;2017-01-18
414557;16482945000127;IDENTAL ASSISTÊNCIA ODONTOLÓGICA LTDA - ME;IDENTAL;Odontologia de Grupo;RUA SÃO PEDRO;88;SALA 201/EDIF SAFIRA;RIO VERMELHO;Salvador;BA;41920260;71;40039292;34832717;contabilidade@atemde.com.br;ANTÔNIO CLEITON VIEIRA GURGEL;DIR. ADMINISTRATIVO/FINANCEIRO;5;2003-04-08
421812;30095515000183;IMPETU ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;AVENIDA REPUBLICA ARGENTINA;1336;CJ 1216 - ANDAR 12 - COND. INSPIRA BUSIN;VILA IZABEL;Curitiba;PR;80620010;11;48902259;;contato@impetu.com.br;JULIANA JOSE DOS SANTOS OLIVEIRA;SÓCIA- ADMINISTRADORA;6;2019-08-23
