REGISTRO_OPERADORA;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
314366;00571628000147;DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA.;DENTAL PLUS CONVÊNIO ODONTOLÓGICO;Odontologia de Grupo;RUA DAS BANDEIRAS;55;Salas 03, 04 e 05;JARDIM;Santo André;SP;09090780;11;49792200;;administrativo@dentalplus-sorria.com.br;GABRIELA GONSALES FERNANDES BARCELLOS;SÓCIA;6;1998-12-23
304484;78738101000151;DENTAL UNI - COOPERATIVA ODONTOLÓGICA;DENTAL UNI;Cooperativa odontológica;RUA IRMÃ FLAVIA BORLET;197;;HAUER;Curitiba;PR;81630170;41;30203950;;diretoria@dentaluni.com.br;LUIZ HUMBERTO DE SOUZA DANIEL;PRESIDENTE;4;1998-12-22
322890;02156150000114;DENTALPAR ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA.;DENTALPAR;Odontologia de Grupo;AV. SANTO AMARO;3330;CONJUNTO 13;BROOKLIN;São Paulo;SP;04556300;11;50944002;33052151;armando@dentalpar.com.br;ARMANDO RODRIGUES FILHO;DIRETOR PRESIDENTE;4;1998-12-30
357669;19969500000164;DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL;DESBAN;Autogestão;RUA BERNARDO GUIMARÃES;1587;9º ANDAR;LOURDES;Belo Horizonte;MG;30140082;31;32498500;32498506;desban@desban.org.br;JULIANA RODRIGUES DE PAULA CHIARI;REPRESENTANTE LEGAL;4;1998-12-18
349682;01387625000110;DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA.;DOCTOR CLIN;Medicina de Grupo;Rua Sete de Setembro;769;;CENTRO HISTÓRICO;Porto Alegre;RS;90010190;51;32548000;35840320;contabilidade@doctorclin.com.br;MARCELO SANCHES DIETRICH;SÓCIO ADMINISTRADOR;4;1998-12-22
365645;30505523000150;DONA SAÚDE CLINICAS LTDA ;DONA SAÚDE.;Medicina de Grupo;PRAÇA VISCONDE DE MAUA;29;SALA 504;CENTRO;Santos;SP;11010000;21;25935425;38996196;administracao@donasaude.com;ROGÉRIO MARQUES SEVERINO;SOCIO;4;1998-12-21
342611;49320799000192;ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL;;Autogestão;RUA QUIRINO DE ANDRADE;185;;CENTRO;São Paulo;SP;01049902;11;45805675;;celuladeregulacao@economus.com.br;MAURÍCIO APARECIDO LOPES;DIRETOR DE SEGURIDADE;2;1998-12-21
422070;34844263000107;ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;ELETROS-SAÚDE;Autogestão;RUA URUGUAIANA;174;SALA 501;CENTRO;Rio de Janeiro;RJ;20050900;21;21386000;;governanca@eletrossaude.com.br;ROGÉRIO CARLOS LAMIM BRAZ;Diretor Presidente;;2019-12-11
424544;58434577000191;ELITE SAUDE SERVICOS MEDICOS LTDA.;ELITE SAUDE;Medicina de Grupo;AV MARCOS PENTEADO DE ULHOA RODRIGUES;939;ANDAR 8;TAMBORE;Barueri;SP;06460040;11;999746857;;guntherddk@gmail.com;GUNTHER DI DIO KRAHENBUHL;SÓCIO ADMINISTRADOR;;2025-06-16
417297;11593821000103;ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;ELOSAÚDE;Autogestão;RUA PRESIDENTE NEREU RAMOS;146;1º ANDAR -  CENTRO EMPRESARIAL ILHA DO A;CENTRO;Florianópolis;SC;88015010;48;21077539;21077510;elosaude@elosaude.com.br;JEFERSON NUNES;DIRETOR PRESIDENTE;6;2010-06-09
395480;37135365000133;ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.;SMILE ;Medicina de Grupo;RUA DOUTOR JOSE MILTON CORREIA ;110;3, 4 e 5 ANDARES;POÇO;Maceió;AL;57025100;08;221237333;;ans.matriz@smilesaude.com.br;FREDERICO VALENTE COELHO ;DIRETOR PRESIDENTE ;5;1998-12-16
422576;37442364000131;ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS LTDA.;ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS  ;Administradora de Benefícios;QNM 17, CONJUNTO H, LOTE 28, SALA 201;S/N;;CEILANDIA;Brasília;DF;72215178;61;982080903;;saudebrasilia2@gmail.com;EDILAMAR LIMA DA SILVA;Administradora ;4;2021-03-26
401480;02989632000155;EVANGELICO SAUDE LTDA.;MEDSUL SAUDE;Medicina de Grupo;RUA SALDANHA MARINHO;2250;;BIGORRILHO;Curitiba;PR;80730180;41;30234442;30234442;jonis.jensen@medsulsaude.com.br;JEFFERSON BUENO MACHADO;ADMINISTRADOR;4;1999-03-04
421642;31763326000102;EXCELÊNCIA PLANO DE SAÚDE S/A;MERIDIONAL SAÚDE;Medicina de Grupo;Rua Cassiano Antônio Moraes;111;;Enseada do Suá;Vitória;ES;29050525;27;40902010;;gustavo.knupp@meridionalsaude.com.br;GUSTAVO SOARES KNUPP;DIRETOR PRESIDENTE;5;2019-04-16
415626;07270625000112;FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA;UNIODONTO CATARINENSE;Cooperativa odontológica;RUA JOAO PESSOA;10;CASA;VELHA;Blumenau;SC;89036000;47;30418070;30418070;cpd@uniodontosc.com.br;MARCOS ADOLF PRINZ;Presidente;5;2006-05-11
313971;84112481000117;FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO DO ACRE, AMAPÁ, AMAZONAS, PARÁ, RONDONIA E RORAIMA;FAMA;Cooperativa Médica;RUA RIO AMAPA;374;CJ VIEIRA ALVES;NOSSA SRA DAS GRAÇAS;Manaus;AM;69053150;92;33038002;32330416;contabilidade@unimedfama.com.br;WILSON YOSHIMITSU NIWA;PRESIDENTE;5;1998-12-21
410888;03637776000105;FILOSANITAS SAUDE LTDA;SANTA FILOMENA SAUDE;Medicina de Grupo;Avenida Dois ;470;;CENTRO;Rio Claro;SP;13500410;19;35334200;35334200;filosanitas@santafilomena.com.br;LAFAYETTE PARREIRA DUARTE;DIRETOR ADMINISTRATIVO;6;2000-03-03
370592;02618303000106;FUNASA SAÚDE;FUNASA SAÚDE;Medicina de Grupo;AV.EPITÁCIO PESSOA;1250;SL408 E OUTRAS;TORRE;João Pessoa;PB;58039040;83;32430911;32444220;diretoria@funasasaude.com.br;DANIELITA PINTO DE MORAIS;PRESIDENTE;5;1998-12-28
329665;00580481000151;FUNDACAO CAPITAL PREVIDENCIA E SAUDE - CAPITAL PREV;CAPITAL PREV - FUNDACAO CAPITAL PREVIDENCIA E SAUDE;Autogestão;AV. PRINCESA ISABEL;574;Sl 1303 a 1314 - BLOCO A - ED. PALAS CEN;CENTRO;Vitória;ES;29010930;27;21223900;21223931;faleconosco@capitalprev.com.br;ALINE FARDIM BORELLI;DIRETORA DE SEGURIDADE;5;1998-12-28
410292;60499365000134;FUNDACAO LEONOR DE BARROS CAMARGO;FUNDACAO LEONOR DE BARROS CAMARGO;Filantropia;AV.SAO GABRIEL ;201;16.ª ANDAR CONJ. 1606;JARDIM PAULISTA;São Paulo;SP;01435001;19;38018200;38018200;haoc@haoc.org.br;RENATO SARGO;SUPERINTENDENTE;5;1999-12-20
307751;12585261000108;FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV;COMPESAPREV;Autogestão;RUA AUGUSTO RODRIGUES;60;;TORREÃO;Recife;PE;52030180;81;33662434;33662422;compesaprev@compesaprev.com.br;ALEXANDRE ARAUJO DE MORAES;DIRETOR PRESIDENTE;3;1998-12-28
315567;00660903000107;FUNDAÇÃO AFFEMG DE ASSISTÊNCIA E SAÚDE - FUNDAFFEMG;FUNDAFFEMG;Autogestão;RUA SERGIPE;893;;FUNCIONÁRIOS;Belo Horizonte;MG;30130171;03;121035858;121035890;fundaffemg@fundaffemg.com.br;MUNIR NACIF MITRE;DIRETOR PRESIDENTE;3;1998-12-21
346926;00628107000189;FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA;FUNDAÇÃO ASSEFAZ;Autogestão;SCS QD. 4 BLOCO A ED. ASSEFAZ;1;;ASA SUL;Brasília;DF;70304908;61;32180100;32180105;assefaz@assefaz.org.br;GILDENORA BATISTA DANTAS;DIRETORA PRESIDENTE;1;1998-12-16
315044;82956996000178;FUNDAÇÃO CELESC DE SEGURIDADE SOCIAL - CELOS;FUNDAÇÃO CELESC;Autogestão;Hantei Office Building - R. Emílio Blum;131;8º ANDAR;CENTRO;Florianópolis;SC;88020010;48;32219510;32219510;dvrs@celos.com.br;PAULO CÉSAR DA SILVEIRA;Diretor de Seguridade;6;1998-12-21
315478;62465117000106;FUNDAÇÃO CESP;VIVEST;Autogestão;ALAMEDA SANTOS;2477;10 º ANDAR;CERQUEIRA CESAR;São Paulo;SP;01419907;11;30683100;30683049;saude@vivest.com.br;WALTER MENDES DE OLIVEIRA FILHO;DIRETOR PRESIDENTE;2;1998-12-29
317233;42160192000143;FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL;FACHESF;Autogestão;RUA DO PAISSANDU;58;;BOA VISTA;Recife;PE;50070205;81;34127555;;ans@fachesf.com.br;ARMANDO JOSÉ PEREIRA DE BARROS;PRESIDENTE;3;1998-12-24
355151;75054940000162;FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;FUNDAÇÃO COPEL;Autogestão;RUA TREZE DE MAIO;616;;SÃO FRANCISCO;Curitiba;PR;80510030;41;38836000;38836018;ans@fcopel.org.br;HEMERSON LUIZ BARBOSA PEDROSO;DIRETOR DE SEGURIDADE;3;1998-12-29
420701;25063964000100;FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL;FAS/AMP/RS;Autogestão;AV. AURELIANO DE FIGUEIREDO PINTO;501;;PRAIA DE BELAS;Porto Alegre;RS;90050191;51;30222434;;contato@fasamprs.com.br;CLAUDIO BONATTO;DIRETOR PRESIDENTE;3;2017-01-27
311359;00304148000110;FUNDAÇÃO DE SAÚDE ITAIGUAPY;HOSPITAL ITAMED;Medicina de Grupo;AV. GRAMADO;580;;"VILA ""A""";Foz do Iguaçu;PR;85860460;45;35768011;35768060;diretoria@hmcc.com.br;GILMA R DE OLIVEIRA;DIRETOR SUPERINTENDENTE;3;1998-12-23
330809;31787625000179;FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST;FUNSSEST;Autogestão;AV. BRIGADEIRO EDUARDO GOMES;526;POLO INDUSTRIAL TUBARÃO;SERRA;Serra;ES;29160904;27;33481210;33282245;saude.odonto@funssest.com.br;ALESSANDRA CRISTINA DE OLIVEIRA COSTA;DIRETORA EXECUTIVA;6;1998-12-29
418285;12838821000180;FUNDAÇÃO FIAT SAÚDE E BEM ESTAR;STELLANTIS SAUDE MG;Autogestão;AV. CONTORNO;3455; GALPãO 6, 2º ANDAR, PARTE A;PAULO CAMILO;Betim;MG;32669900;31;34023812;;juridicostellantissaude@stellantis.com;CRISTIANE DE OLIVEIRA ROQUE PAIXÃO;REPRESENTANTE LEGAL;4;2011-11-10
323942;26150979000178;FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO;HOSPITAL ARNALDO GAVAZZA FILHO;Filantropia;AV. DR. JOSE GROSSI;16;;GUARAPIRANGA;Ponte Nova;MG;35430213;31;38195000;38195001;hagf@gavazza.com.br;LUCIMAR REGINA DE OLIVEIRA FONSECA;SUPERINTENDENTE EXECUTIVO ADJ;5;1998-12-30
378216;20119509000165;FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL;FUNDAÇÃO LIBERTAS;Autogestão;AV. ÁLVARES CABRAL;200;8º ANDAR;CENTRO;Belo Horizonte;MG;30170000;31;21113700;21113687;compliance@fundacaolibertas.com.br;ALESSANDRA GUIMARAES ROCHA;DIRETORA PRESIDENTE;4;1998-12-28
418501;14408631000159;FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA;PLAMHUV;Medicina de Grupo;TRAVESSA DR. FELÍCIO BRANDI;22;LOJA 01 - ED REGINA LOPES DOS SANTOS;CENTRO;Viçosa;MG;36570000;;;;plamhuv@plamhuv.com.br;MOWGON CARLOS LARA DE AZEVEDO;Representante Legal;6;2012-05-03
338648;77375897000162;FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL;FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL;Autogestão;Rua Emiliano Perneta;777;;CENTRO;Curitiba;PR;80420080;41;33079100;;governanca@fusan.com.br;RAFAEL STEC TOLEDO;DIRETOR PRESIDENTE;3;1998-12-17
312126;73809352000166;FUNDAÇÃO SAÚDE ITAÚ;FUNDAÇÃO SAÚDE ITAÚ;Autogestão;RUA CURITIBA;689;11º ANDAR;CENTRO;Belo Horizonte;MG;30170120;11;27331283;;fabiana.duarte@itau-unibanco.com.br;DIEGO ALTAREJO MUNHOZ;REPRESENTANTE;1;1998-12-17
339954;19878404000100;FUNDAÇÃO SÃO FRANCISCO XAVIER;HOSPITAL MÁRCIO CUNHA;Filantropia;AV. KIYOSHI TSUNAWAKI;41;;BAIRRO DAS ÀGUAS;Ipatinga;MG;35160158;31;38299050;38251264;usisaude@fsfx.com.br;FLAVIANO FEU VENTORIM;Diretor Presidente;4;1998-12-16
418129;13026081000140;FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO;FAMEH/MP;Autogestão;RUA MENDEL;306;SALA 1;CARANDÁ BOSQUE I;Campo Grande;MS;79032320;67;33263882;;fameh.mp@fameh.org.br;EDGAR ROBERTO LEMOS DE MIRANDA;DIRETOR PRESIDENTE;3;2011-07-13
414689;04839091000104;FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC;FAMED;Autogestão;RUA ANTONIO AUGUSTO;1271;SL 301;ALDEOTA;Fortaleza;CE;60110370;85;32521826;32521118;saudefamed@gmail.com;JOSÉ EDMAR LIMA MELO;PRESIDENTE;5;2003-10-17
409286;68687722000108;G & M ASSESSORIA MEDICA EMPRESARIAL LTDA;LIFE LAGOS SAUDE;Medicina de Grupo;AVENIDA SÃO PEDRO ;455;;ESTAÇÃO ;São Pedro da Aldeia;RJ;28940000;22;26211165;;administracao@lifelagos.com.br;TERESINHA GOMES DA SILVA;SOCIA GERENTE;6;1999-10-22
407011;02009924000184;GAMA SAUDE LTDA.;GAMA SAUDE LTDA.;Medicina de Grupo;ALAMEDA XINGU;512;17 ANDAR, SALA 1704;ALPHAVILLE CENTRO INDUSTRIAL E;Barueri;SP;06455030;11;33368624;41977862;juridico.gama@gamasaude.com.br;FERNANDO ALVES VIEIRA;SÓCIO;1;1999-08-03
343064;45572583000163;GARANTIA DE SAÚDE LTDA;GARANTIA DE SAÚDE;Medicina de Grupo;RUA AMÉRICO GOMES DA COSTA;114;;VILA AMERICANA;São Paulo;SP;08010120;11;20588500;;demandainicial.ans@garantiasaude.com.br;JOSE KRAUTHAMER;DIRETOR;4;1998-12-22
323080;03658432000182;GEAP AUTOGESTÃO EM SAÚDE;GEAP;Autogestão;TERRAÇO SHOPPING SHC-AO SUL, EA 02/08 LO;05;TR.B 3º ANDAR;OCTOGONAL SUL;Brasília;DF;70660900;61;21034569;;ans@geap.com.br;DOUGLAS VICENTE FIGUEREDO;DIRETOR-PRESIDENTE;1;1998-12-22
422681;40187311000126;GOCARE PLANOS DE SAUDE LTDA;;Medicina de Grupo;RUA ERASMO BRAGA;1175;;JARDIM CHAPADAO;Campinas;SP;13070147;19;31992588;;presidencia@gocaresaude.com.br;TÂNIA MARA MACHADO ANTONIO;sócia administradora;;2021-03-04
309222;31925548000176;GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA;ASSIM SAÚDE;Medicina de Grupo;AV. PRESIDENTE VARGAS ;914;LOJAS A e B, salas 310,410,510,610,710;CENTRO;Rio de Janeiro;RJ;20071001;21;21029781;21029722;assim@assim.com.br;WAYNE GORDON VENTER;DIRETOR DE PLANEJAMENTO E ORÇAMENTO;3;1998-12-18
413160;04165719000133;GS PLANO GLOBAL DE SAÚDE LTDA;GS;Medicina de Grupo;RUA FERNANDO BIZZOTO;90;A;CENTRO;Nova Friburgo;RJ;28613040;22;25245500;;planogs@planogs.com.br;JOSÉ CARLOS VERBICÁRIO DANTAS DOS SANTOS JÚNIOR;DIRETOR ADMINISTRATIVO;5;2001-02-16
350249;02668512000156;H.B. SAÚDE S/A.;HAPVIDA SAO JOSE DO RIO PRETO;Medicina de Grupo;AV. JOSÉ MUNIA;6250;;JARDIM FRANCISCO FERNANDES;São José do Rio Preto;SP;15090275;;;;cians@hapvida.com.br;LUIZ CELSO DIAS LOPES;REPRESENTANTE LEGAL DA OPERADORA;5;1998-12-16
368253;63554067000198;HAPVIDA ASSISTENCIA MEDICA S.A.;HAPVIDA;Medicina de Grupo;AV HERÁCLITO GRAÇA;406;2º ANDAR;CENTRO;Fortaleza;CE;60140060;85;32559189;;ans.ndi@hapvida.com.br;LUIZ CELSO DIAS LOPES;REPRESENTANTE DA PESSOA JURÍDICA JUNTO A;5;1998-12-17
414352;05011316000100;HBC SAÚDE LTDA.;HBC SAÚDE;Medicina de Grupo;AVENIDA GUARULHOS;239;;PARQUE ESTRELA - CENTRO;Guarulhos;SP;07023000;11;24423344;26032177;controladoria@hbcsaude.com.br;FABIO FARINELLI;REPRESENTANTE LEGAL;6;2002-08-06
417611;10846369000173;HEALTH ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;RUA CONCEIÇÃO DE MONTE ALEGRE;198;CONJ 91 - 9º ANDAR;BROOKLIN PAULISTA;São Paulo;SP;04563060;11;37772470;;health@healthbr.com.br;ARNALDO DA SILVA CESAR COUTINHO;ADMINISTRADOR;6;2010-11-04
421723;27047334000177;HEALTH-MED SISTEMA DE SAUDE LTDA;HEALTH-MED;Medicina de Grupo;AVENIDA RIO BRANCO;125;15º ANDAR;CENTRO;Rio de Janeiro;RJ;20040006;21;36130001;;juridico-nw@healthmedsaude.com.br;MARIA GERALDINE COUCEIRO;SOCIA ADMINISTRADORA;4;2019-04-30
416398;00885918000165;HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA;INTERMED;Medicina de Grupo;RUA AMAPÁ;65;;ILHOTAS;Teresina;PI;64001140;;;;assuntosregulatorios@intermed-pi.com.br;NEWTON NUNES DE LIMA FILHO;REPRESENTANTE JUNTO À ANS;5;2007-09-26
314706;22263081000155;HOSPITAL CESAR LEITE;HOSPITAL CESAR LEITE;Filantropia;PRAÇA DR CÉSAR LEITE;383;;CENTRO;Manhuaçu;MG;36900000;33;33396909;;plancelhcl@gmail.com;LEANDRO SATLER CAMPOS;DIRETOR DO PLANCEL;6;1998-12-22
420930;77893469000121;HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO;HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO;Filantropia;RUA MARECHAL FLORIANO PEIXOTO;1059;;CENTRO;Guarapuava;PR;85010270;42;36217800;;direcao@hospitalsaovicente.org.br;HUBERTO JOSÉ LIMBERGER;PROVEDOR;5;2017-10-25
341941;90619818000180;HOSPITAL DE PRONTOCLINICA LTDA.;HOSPITAL DE PRONTOCLINICA LTDA.;Medicina de Grupo;RUA ARTHUR LEITE;37;;CENTRO;Passo Fundo;RS;99020220;54;33135100;543135492;planodesaude@prontoclinicas.com.br;JULMAR INACIO BIANCINI;RESPONSAVEL TECNICO;6;1998-12-22
424129;03284505000113;HOSPITAL MATERNIDADE SÃO VICENTE DE PAULO;HOSPITAL MATERNIDADE SÃO VICENTE DE PAULO;Filantropia;Av. Cel. João Coelho;299;;Centro;Barbalha;CE;63090009;88;988428868;;projetos@saovicente.org.br;SHAIRON ALEXANDRE LANDIM ROLIM;Representante da Operador;;2024-06-17
363189;03044492000105;HOSPITAL S.P. LTDA.;PRONTOCLÍNICA;Medicina de Grupo;RUA BENTO GONÇALVES ;578;CONJ. 910;CENTRO;Passo Fundo;RS;99010010;54;33135100;;faturamento@prontoclinicas.com.br;JULMAR INÁCIO BIANCINI;SOCIO DIRETOR;5;1998-12-22
342955;29780384000194;HSMED SAUDE LTDA;HSMED SAÚDE;Medicina de Grupo;AV. PASTOR MARTIN LUTHER KING JUNIOR;7.406;;IRAJÁ;Rio de Janeiro;RJ;21235000;;;;direcao.climesa@gmail.com;PABLO LIMA DE MENDONCA;SOCIO ADMINISTRADOR;4;1999-01-06
348180;95642179000197;HUMANA SAÚDE LTDA.;HUMANA SAÚDE;Medicina de Grupo;AVENIDA BRASIL;3825;;ZONA 01;Maringá;PR;01431001;44;30282000;;fabio.hirota@athenasaude.com.br;FÁBIO MINAMISAWA HIROTA;REPRESENTANTE;1;1998-12-22
357511;00361325000108;HUMANA SAÚDE NORDESTE LTDA. ;HUMANA SAUDE;Medicina de Grupo;AV. FREI SERAFIM;2155;;CENTRO;Teresina;PI;64000020;86;32232233;32237440;humana@humanasaude.com.br;FÁBIO MINAMISAWA HIROTA;REPRESENTANTE;2;1998-12-29
423564;42785902000120;INFINITY SAÚDE SUPLEMENTAR LTDA;INFINITY ;Medicina de Grupo;AVENIDA BRASIL;2174;SALA 02;CENTRO-NORTE;Sorriso;MT;78890125;66;999427568;;infinityplanodesaude@gmail.com;GUILHERME PYRAMIDES BARBOSA;ADMINISTRADOR;;2023-04-03
423572;48982275000102;INNOVA PLANO DE SAUDE LTDA;INNOVA PLANO DE SAUDE;Medicina de Grupo;AVENIDA SETE DE SETEMBRO ;2153;;NOSSA SENHORA DAS GRAÇAS;Porto Velho;RO;76804123;;;;juridico@innovaplanodesaude.com.br;RODRIGO BARBOSA VILHENA;REPRESENTANTE LEGAL;;2023-04-12
419427;92827666000136;INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM;IBCM;Autogestão;RUA BARãO DO TRIUNFO;175;;MENINO DEUS;Porto Alegre;RS;90130101;51;32305561;;planejamento_ans@ibcm.org.br;ALCEU BOSI;DIRETOR VICE-PRESIDENTE;4;2014-07-14
419010;03518900000113;INSTITUTO CURITIBA DE SAÚDE;INSTITUTO CURITIBA DE SAÚDE - ICS;Autogestão;AVENIDA MARECHAL FLORIANO PEIXOTO;1895;;REBOUçAS;Curitiba;PR;80230110;41;33306049;33306090;ics@ics.curitiba.pr.gov.br;MARINA BUENO;DIRETORA PRESIDENTE;4;2013-09-06
423173;44477823000188;INTEGRA ASSISTENCIA MEDICA SA;BLUE COMPANY;Medicina de Grupo;Avenida das Nações Unidas ,;14401;19 andar - Torre Paineira, Condomínio Pa;Chácara Santo Antônio;São Paulo;SP;04794000;;40032628;;pertrelly@saudeblue.com;IZAIAS PERTRELLY ALMEIDA DOS SANTOS;Sócio administrador;;2022-02-25
420841;22694698000125;INTERCLINICAS PLANO VIDA USA OPERADORA DE SAUDE LTDA;;Medicina de Grupo;RUA DOM JOÃO MARIA OGNO;595;1º ANDAR;VILA MATILDE;São Paulo;SP;03530050;11;39957301;;paulogiorgini@hotmail.com;PAULO GIORGINI;SÓCIO ADMINISTRADOR;4;2017-03-27
312282;62476676000103;INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA;INTERMEDICI PIRACICABA;Medicina de Grupo;RUA TORQUATO DA SILVA LEITÃO;605;;SÃO DIMAS;Piracicaba;SP;13416215;19;34373770;34373770;leandro.duraes@intermedici.com.br;ALEXANDRE FRANCISCO MARGARIDO LOURENÇO;SOCIO-GERENTE;4;1998-12-22
319422;51473692000126;IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA;FREI GALVÃO SAÚDE;Filantropia;AVENIDA ANTÔNIO OMETTO;675;;VILA CLAUDIA;Limeira;SP;13480470;19;34044300;34044300;patriciavinco@hospfreigalvao.com.br;FRANCISCO DE SALIS GACHET;REPRESENTANTE;5;1998-12-23
333875;23278898000160;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS;SANTA CASA DE MISERICÓRDIA DE PASSOS;Filantropia;RUA SANTA CASA;164;;CENTRO;Passos;MG;37904020;03;535291300;535291433;planodesaude@scpassos.org.br;VIVALDO SOARES NETO;PROVEDOR;5;1998-12-22
354562;54370630000187;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA;SANTA CASA SAÚDE;Filantropia;AVENIDA INDEPENDENCIA;953;;ALTO;Piracicaba;SP;13419155;19;34012008;34012001;diretorscs.ans@santacasasaudepiracicaba.com.br;JOÃO ORLANDO PAVÃO;VICE PROVEDOR;5;1998-12-17
347655;56384183000140;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO;;Filantropia;RUA 2;297;;SAÚDE;Rio Claro;SP;13500010;;;;plano@santacasaderioclaro.com.br;DANÚSIO ANTÔNIO DINIZ;PROVEDOR;5;1998-12-29
321320;72127210000156;IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI;IRM.DA STA.CASA DE MIS.E MAT. DONA ZILDA SALVAGNI;Filantropia;PRAÇA DR. JOSÉ FURIATTI;153;;CENTRO;Taquaritinga;SP;15900037;16;32539230;1632539230;operadora321320@santacasatq.com.br;VALDEMAR ANTONIO PERIA;PRESIDENTE EXECUTIVO;6;1998-12-23
329355;55189930000127;IRMANDADE DE MISERICORDIA DE PORTO FERREIRA;HOSPITAL DONA BALBINA;Filantropia;RUA DR. CARLINDO VALERIANI;337;;CENTRO;Porto Ferreira;SP;13660000;19;35895500;35812605;relacionamentos@hospitaldonabalbina.com.br;RUBENS BURIM FILHO;PROVEDOR;6;1998-12-17
333808;52852100000140;IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO;SISTEMA VIDA DE SAÚDE;Filantropia;RUA CARLOS KIELANDER;396;;CENTRO;Monte Alto;SP;15910000;16;32443244;32421138;contabil.stcasa@terra.com.br;ROBERTO AFONSO COLATRELI;PROVEDOR;5;1998-12-21
336831;79115762000193;IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ;SANTA CASA SAUDE;Filantropia;R. SANTOS DUMONT;555;;VILA OPERARIA;Maringá;PR;87050100;44;30335680;;contabilidade@santacasamaringa.com.br;CARLOS RAFAEL ROSÁRIO CARREGOSA;PRESIDENTE;5;1998-12-22
000884;04463083000106;ITAUSEG SAÚDE S.A.;ITAUSEG SAÚDE;Seguradora Especializada em Saúde;PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA;100;5º ANDAR - PARTE;PARQUE JABAQUARA;São Paulo;SP;04344902;11;25873405;;itausegsaude@itau-unibanco.com.br;EDUARDO NOGUEIRA DOMEQUE;REPRESENTANTE LEGAL;1;2001-07-27
422029;34539000000186;KLINI PLANOS DE SAÚDE LTDA;KLINI;Medicina de Grupo;EST FRANCISCO DA CRUZ NUNES;5982;LOJA 204;PIRATININGA;Niterói;RJ;24350310;;;;diretoria@klinisaude.com.br;ALBA REGINA RIBEIRO DE SOUZA;PRESIDENTE;;2019-12-18
