CNPJ;RAZAOSOCIAL;TRIMESTRE;ANO;REGISTRO ANS;MODALIDADEE;UF;VALOR DESPESA
06145428000109;PORTO DIAS SAUDE LTDA.;2;2025;415081;Medicina de Grupo;PA;1358246.6
06145428000109;PORTO DIAS SAUDE LTDA.;3;2025;415081;Medicina de Grupo;PA;2413890.47
06814351000112;CEDPLAN SAÚDE LTDA EPP;1;2025;418749;Medicina de Grupo;MG;2059898.74
06814351000112;CEDPLAN SAÚDE LTDA EPP;2;2025;418749;Medicina de Grupo;MG;4502737.67
06814351000112;CEDPLAN SAÚDE LTDA EPP;3;2025;418749;Medicina de Grupo;MG;6805521.59
07057185000110;UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO;1;2025;352543;Cooperativa Médica;MA;24204169.78
07057185000110;UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO;2;2025;352543;Cooperativa Médica;MA;52740612.97
07057185000110;UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO;3;2025;352543;Cooperativa Médica;MA;96182403.73
07154253000169;RODRIGUES LEIRA ODONTOLOGIA LTDA.;1;2025;415243;Odontologia de Grupo;SP;634958.22
07154253000169;RODRIGUES LEIRA ODONTOLOGIA LTDA.;2;2025;415243;Odontologia de Grupo;SP;1324668.2999999998
07154253000169;RODRIGUES LEIRA ODONTOLOGIA LTDA.;3;2025;415243;Odontologia de Grupo;SP;2132349.22
07241136000132;UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO;1;2025;353353;Cooperativa Médica;PI;53664437.47
07241136000132;UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO;2;2025;353353;Cooperativa Médica;PI;112943296.63
07241136000132;UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO;3;2025;353353;Cooperativa Médica;PI;180094233.58
07270625000112;FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA;1;2025;415626;Cooperativa odontológica;SC;697207.3
07270625000112;FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA;2;2025;415626;Cooperativa odontológica;SC;1464478.78
07270625000112;FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA;3;2025;415626;Cooperativa odontológica;SC;2317707.87
07583396000196;UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA;1;2025;356123;Cooperativa Médica;CE;22710785.78
07583396000196;UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA;2;2025;356123;Cooperativa Médica;CE;47643266.38
07583396000196;UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA;3;2025;356123;Cooperativa Médica;CE;73204206.88
07649106000160;UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA;1;2025;303178;Cooperativa Médica;CE;11478947.46
07649106000160;UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA;2;2025;303178;Cooperativa Médica;CE;23625818.97
07649106000160;UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA;3;2025;303178;Cooperativa Médica;CE;35761042.48
07781345000179;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS;1;2025;416690;Autogestão;MG;20674984.46
07781345000179;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS;2;2025;416690;Autogestão;MG;43109625.27
07781345000179;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS;3;2025;416690;Autogestão;MG;68898532.48
07844436000106;CABERJ INTEGRAL SAÚDE S.A;1;2025;415774;Medicina de Grupo;RJ;43074906.089999996
07844436000106;CABERJ INTEGRAL SAÚDE S.A;2;2025;415774;Medicina de Grupo;RJ;87012665.82
07844436000106;CABERJ INTEGRAL SAÚDE S.A;3;2025;415774;Medicina de Grupo;RJ;132399973.75000001
07945024000162;ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ;1;2025;417955;Autogestão;PR;16344314.39
07945024000162;ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ;2;2025;417955;Autogestão;PR;36276516.71
07945024000162;ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ;3;2025;417955;Autogestão;PR;59354092.38
08097092000181;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA EMPRESA BRASILEIRA DE PESQUISA  AGROPECUÁRIA;1;2025;416401;Autogestão;DF;54332102.68
08097092000181;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA EMPRESA BRASILEIRA DE PESQUISA  AGROPECUÁRIA;2;2025;416401;Autogestão;DF;119969320.87
08097092000181;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA EMPRESA BRASILEIRA DE PESQUISA  AGROPECUÁRIA;3;2025;416401;Autogestão;DF;187356525.9
08202035000115;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA;1;2025;416568;Autogestão;MG;77760462.69999999
08202035000115;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA;2;2025;416568;Autogestão;MG;156548328.15
08202035000115;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA;3;2025;416568;Autogestão;MG;240551924.35999998
08225953000160;SANTA CASA DE MAUÁ SAÚDE;1;2025;421197;Medicina de Grupo;SP;23328892.990000002
08225953000160;SANTA CASA DE MAUÁ SAÚDE;2;2025;421197;Medicina de Grupo;SP;48752887.34
08225953000160;SANTA CASA DE MAUÁ SAÚDE;3;2025;421197;Medicina de Grupo;SP;75450119.67999999
08237810000178;UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE;1;2025;345318;Cooperativa odontológica;RN;1035686.9099999999
08237810000178;UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE;2;2025;345318;Cooperativa odontológica;RN;2243580.72
08237810000178;UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE;3;2025;345318;Cooperativa odontológica;RN;3334779.14
08315806000180;UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO;1;2025;336467;Cooperativa Médica;PB;7370277.06
08315806000180;UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO;2;2025;336467;Cooperativa Médica;PB;15544006.3
08315806000180;UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO;3;2025;336467;Cooperativa Médica;PB;24724267.04
08380701000105;UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO;1;2025;335592;Cooperativa Médica;RN;104280537.85
08380701000105;UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO;2;2025;335592;Cooperativa Médica;RN;235833380.52
08380701000105;UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO;3;2025;335592;Cooperativa Médica;RN;375230282.02000004
08680639000177;UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO;1;2025;321044;Cooperativa Médica;PB;51727404.5
08680639000177;UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO;2;2025;321044;Cooperativa Médica;PB;104740842.34
08680639000177;UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO;3;2025;321044;Cooperativa Médica;PB;159209182.76000002
08707473000135;UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA;1;2025;367397;Cooperativa Médica;PB;15148025.069999998
08707473000135;UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA;2;2025;367397;Cooperativa Médica;PB;34809932.22
08707473000135;UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;367397;Cooperativa Médica;PB;73360435.43
08708980000193;OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A;1;2025;416738;Medicina de Grupo;SP;23737678.67
08708980000193;OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A;2;2025;416738;Medicina de Grupo;SP;52492019.43
08708980000193;OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A;3;2025;416738;Medicina de Grupo;SP;81748866.58
08787782000162;PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA;1;2025;416525;Odontologia de Grupo;RJ;2441967.15
08787782000162;PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA;2;2025;416525;Odontologia de Grupo;RJ;4736001.8100000005
08787782000162;PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA;3;2025;416525;Odontologia de Grupo;RJ;7030915.33
08883265000197;ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE;1;2025;416584;Autogestão;PR;13862037.620000001
08883265000197;ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE;2;2025;416584;Autogestão;PR;28727680.990000002
08883265000197;ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE;3;2025;416584;Autogestão;PR;44610837.08
09237009000195;UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL;1;2025;324213;Cooperativa Médica;PB;472215.48
09237009000195;UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL;2;2025;324213;Cooperativa Médica;PB;1148714.3
09237009000195;UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL;3;2025;324213;Cooperativa Médica;PB;1669097.07
09306242000182;ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP;1;2025;330281;Autogestão;PB;12794820.55
09306242000182;ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP;2;2025;330281;Autogestão;PB;25966277.39
09306242000182;ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP;3;2025;330281;Autogestão;PB;39806325.080000006
09433795000104;QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.;1;2025;418170;Medicina de Grupo;DF;94830175.28999999
09433795000104;QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.;2;2025;418170;Medicina de Grupo;DF;180965518.12
09433795000104;QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.;3;2025;418170;Medicina de Grupo;DF;275523801.98
10219897000100;UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO;1;2025;362140;Cooperativa Médica;PA;5446366.2
10219897000100;UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO;2;2025;362140;Cooperativa Médica;PA;9039951.01
10219897000100;UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO;3;2025;362140;Cooperativa Médica;PA;13771518.21
10364053000145;ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.;1;2025;417831;Odontologia de Grupo;SP;730017.66
10364053000145;ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.;2;2025;417831;Odontologia de Grupo;SP;1564496.63
10364053000145;ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.;3;2025;417831;Odontologia de Grupo;SP;2452844.9699999997
10395358000114;UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA.;1;2025;321958;Cooperativa Médica;CE;60675657.29
10395358000114;UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA.;2;2025;321958;Cooperativa Médica;CE;129315992.25
10395358000114;UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA.;3;2025;321958;Cooperativa Médica;CE;198090209.56
10414182000109;UNIMED SAÚDE E ODONTO S.A;1;2025;416801;Medicina de Grupo;SP;19432116.02
10414182000109;UNIMED SAÚDE E ODONTO S.A;2;2025;416801;Medicina de Grupo;SP;41982765.21
10414182000109;UNIMED SAÚDE E ODONTO S.A;3;2025;416801;Medicina de Grupo;SP;66537243.55
10456692000130;QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ;1;2025;417131;Odontologia de Grupo;BA;357175.97
10456692000130;QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ;2;2025;417131;Odontologia de Grupo;BA;1075138.33
10456692000130;QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ;3;2025;417131;Odontologia de Grupo;BA;1633458.77
10767219000174;PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME;1;2025;417106;Odontologia de Grupo;BA;607887.91
10767219000174;PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME;2;2025;417106;Odontologia de Grupo;BA;1225974.2
10767219000174;PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME;3;2025;417106;Odontologia de Grupo;BA;1950954.4
10796140000171;ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA;1;2025;417220;Odontologia de Grupo;MG;599121.58
10796140000171;ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA;2;2025;417220;Odontologia de Grupo;MG;1272682.85
10796140000171;ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA;3;2025;417220;Odontologia de Grupo;MG;2024987.29
10935483000170;ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO;1;2025;417947;Medicina de Grupo;SP;34067075.4
10935483000170;ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO;2;2025;417947;Medicina de Grupo;SP;68498619.76
10935483000170;ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO;3;2025;417947;Medicina de Grupo;SP;104538913.77
11076382000153;UNIX SAÚDE S.A;1;2025;418137;Medicina de Grupo;BA;6764185.67
11076382000153;UNIX SAÚDE S.A;2;2025;418137;Medicina de Grupo;BA;13934669.41
11076382000153;UNIX SAÚDE S.A;3;2025;418137;Medicina de Grupo;BA;21141635.259999998
11177786000133;ASSOCIAÇÃO MINEIRA DE ASSISTÊNCIA À SAÚDE DOS MEMBROS DO MINISTÉRIO PÚBLICO;1;2025;417211;Autogestão;MG;16861481.5
11177786000133;ASSOCIAÇÃO MINEIRA DE ASSISTÊNCIA À SAÚDE DOS MEMBROS DO MINISTÉRIO PÚBLICO;2;2025;417211;Autogestão;MG;35624960.04
11177786000133;ASSOCIAÇÃO MINEIRA DE ASSISTÊNCIA À SAÚDE DOS MEMBROS DO MINISTÉRIO PÚBLICO;3;2025;417211;Autogestão;MG;56110761.89
11214624000128;UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO;1;2025;344885;Cooperativa Médica;PE;301307832.47
11214624000128;UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO;2;2025;344885;Cooperativa Médica;PE;611490942.59
11214624000128;UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO;3;2025;344885;Cooperativa Médica;PE;950096870.86
11336728000105;ASSOCIAÇÃO SAÚDE RURAL ALEGRETE;1;2025;418218;Medicina de Grupo;RS;1229820.98
11336728000105;ASSOCIAÇÃO SAÚDE RURAL ALEGRETE;2;2025;418218;Medicina de Grupo;RS;2945162.61
11336728000105;ASSOCIAÇÃO SAÚDE RURAL ALEGRETE;3;2025;418218;Medicina de Grupo;RS;5044830.73
11565995000154;PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA;1;2025;417491;Medicina de Grupo;SP;729955.45
11565995000154;PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA;2;2025;417491;Medicina de Grupo;SP;3231303.26
11565995000154;PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA;3;2025;417491;Medicina de Grupo;SP;9469823.0
11593821000103;ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;1;2025;417297;Autogestão;SC;35113690.97
11593821000103;ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;2;2025;417297;Autogestão;SC;71637640.44
11593821000103;ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;3;2025;417297;Autogestão;SC;109422965.33
11828089000103;LUMINAR SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;1;2025;418374;Autogestão;DF;54797064.74
11828089000103;LUMINAR SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;2;2025;418374;Autogestão;DF;99763937.16000001
11828089000103;LUMINAR SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;3;2025;418374;Autogestão;DF;145875901.1
11867361000156;ASSOCIAÇÃO SAÚDE SÃO JOSÉ;1;2025;418919;Medicina de Grupo;SC;15218872.76
11867361000156;ASSOCIAÇÃO SAÚDE SÃO JOSÉ;2;2025;418919;Medicina de Grupo;SC;32739384.479999997
11867361000156;ASSOCIAÇÃO SAÚDE SÃO JOSÉ;3;2025;418919;Medicina de Grupo;SC;52070921.49
11939445000158;ASSOCIAÇÃO DE SAÚDE PORTUGUESA DE BENEFICÊNCIA;1;2025;417530;Medicina de Grupo;SP;80572852.67999999
11939445000158;ASSOCIAÇÃO DE SAÚDE PORTUGUESA DE BENEFICÊNCIA;2;2025;417530;Medicina de Grupo;SP;167003980.74
11939445000158;ASSOCIAÇÃO DE SAÚDE PORTUGUESA DE BENEFICÊNCIA;3;2025;417530;Medicina de Grupo;SP;257100340.64999998
11973134000105;SUL AMÉRICA ODONTOLÓGICO S/A;1;2025;417815;Odontologia de Grupo;SP;11686830.42
11973134000105;SUL AMÉRICA ODONTOLÓGICO S/A;2;2025;417815;Odontologia de Grupo;SP;24308871.68
11973134000105;SUL AMÉRICA ODONTOLÓGICO S/A;3;2025;417815;Odontologia de Grupo;SP;37373523.92
11996146000155;CAIXA DE ASSISTÊNCIA À SAÚDE DO SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAÇÃO TRIBUTÁRIA DO ESTADO DE PERNAMBUCO;1;2025;417661;Autogestão;PE;16601922.66
11996146000155;CAIXA DE ASSISTÊNCIA À SAÚDE DO SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAÇÃO TRIBUTÁRIA DO ESTADO DE PERNAMBUCO;2;2025;417661;Autogestão;PE;35265230.74
11996146000155;CAIXA DE ASSISTÊNCIA À SAÚDE DO SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAÇÃO TRIBUTÁRIA DO ESTADO DE PERNAMBUCO;3;2025;417661;Autogestão;PE;55610356.89
12049486000131;ASSOCIAÇÃO PARANAENSE DE ASSISTÊNCIA À SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÁ;1;2025;418617;Autogestão;PR;9399386.44
12049486000131;ASSOCIAÇÃO PARANAENSE DE ASSISTÊNCIA À SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÁ;2;2025;418617;Autogestão;PR;18350182.16
12049486000131;ASSOCIAÇÃO PARANAENSE DE ASSISTÊNCIA À SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÁ;3;2025;418617;Autogestão;PR;28202214.68
12055813000168;CEMIG SAÚDE;1;2025;417505;Autogestão;MG;152899895.43
12055813000168;CEMIG SAÚDE;2;2025;417505;Autogestão;MG;327983636.64000005
12055813000168;CEMIG SAÚDE;3;2025;417505;Autogestão;MG;485658908.72
12317012000123;ASSOCIAÇÃO DO FISCO DE ALAGOAS;1;2025;393533;Autogestão;AL;10411343.43
12317012000123;ASSOCIAÇÃO DO FISCO DE ALAGOAS;2;2025;393533;Autogestão;AL;21729314.53
12317012000123;ASSOCIAÇÃO DO FISCO DE ALAGOAS;3;2025;393533;Autogestão;AL;37585016.64
12442737000143;UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO;1;2025;327689;Cooperativa Médica;AL;103886124.47
12442737000143;UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO;2;2025;327689;Cooperativa Médica;AL;217522138.0
12442737000143;UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO;3;2025;327689;Cooperativa Médica;AL;329560633.67
12585261000108;FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV;1;2025;307751;Autogestão;PE;4228642.26
12585261000108;FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV;2;2025;307751;Autogestão;PE;9445645.66
12585261000108;FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV;3;2025;307751;Autogestão;PE;15577064.41
12838821000180;FUNDAÇÃO FIAT SAÚDE E BEM ESTAR;1;2025;418285;Autogestão;MG;38068396.05
12838821000180;FUNDAÇÃO FIAT SAÚDE E BEM ESTAR;2;2025;418285;Autogestão;MG;80119558.98
12838821000180;FUNDAÇÃO FIAT SAÚDE E BEM ESTAR;3;2025;418285;Autogestão;MG;125273995.83999999
12923462000160;UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA;1;2025;361569;Cooperativa odontológica;PB;1784383.2
12923462000160;UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA;2;2025;361569;Cooperativa odontológica;PB;3131691.73
12923462000160;UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA;3;2025;361569;Cooperativa odontológica;PB;4628695.83
13001218000102;ASSOCIAÇÃO SANTA SAÚDE;1;2025;418021;Medicina de Grupo;SP;88825320.07
13001218000102;ASSOCIAÇÃO SANTA SAÚDE;2;2025;418021;Medicina de Grupo;SP;187039839.83
13001218000102;ASSOCIAÇÃO SANTA SAÚDE;3;2025;418021;Medicina de Grupo;SP;285894984.66
13026081000140;FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO;1;2025;418129;Autogestão;MS;1396634.04
13026081000140;FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO;2;2025;418129;Autogestão;MS;3378862.09
13026081000140;FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO;3;2025;418129;Autogestão;MS;6013242.51
13083167000105;ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM;1;2025;420093;Autogestão;SE;1296377.6300000001
13083167000105;ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM;2;2025;420093;Autogestão;SE;2489456.27
13083167000105;ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM;3;2025;420093;Autogestão;SE;3985944.51
13086566000120;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE;1;2025;335789;Autogestão;SE;8912861.49
13086566000120;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE;2;2025;335789;Autogestão;SE;17387116.69
13086566000120;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE;3;2025;335789;Autogestão;SE;26848253.22
13100755000100;ASSOCIACAO DOS PROFESSORES UNIVERSITÁRIOS DA BAHIA;1;2025;343129;Autogestão;BA;5612535.13
13100755000100;ASSOCIACAO DOS PROFESSORES UNIVERSITÁRIOS DA BAHIA;2;2025;343129;Autogestão;BA;10936152.49
13100755000100;ASSOCIACAO DOS PROFESSORES UNIVERSITÁRIOS DA BAHIA;3;2025;343129;Autogestão;BA;16674061.45
13170410000122;ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC;1;2025;384704;Autogestão;SE;7161768.85
13170410000122;ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC;2;2025;384704;Autogestão;SE;14720686.620000001
13170410000122;ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC;3;2025;384704;Autogestão;SE;23675297.11
13223975000120;CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A;1;2025;418072;Seguradora Especializada em Saúde;SP;569046.18
13223975000120;CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A;2;2025;418072;Seguradora Especializada em Saúde;SP;827961.48
13223975000120;CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A;3;2025;418072;Seguradora Especializada em Saúde;SP;1986127.82
13360276000122;UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO;1;2025;337668;Cooperativa Médica;SE;79998456.08
13360276000122;UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO;2;2025;337668;Cooperativa Médica;SE;159883662.82
13360276000122;UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO;3;2025;337668;Cooperativa Médica;SE;249053944.70000002
13816250000146;OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA;1;2025;418226;Medicina de Grupo;RJ;2646710.51
13816250000146;OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA;2;2025;418226;Medicina de Grupo;RJ;5272895.86
13816250000146;OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA;3;2025;418226;Medicina de Grupo;RJ;8869131.31
14408631000159;FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA;1;2025;418501;Medicina de Grupo;MG;3144263.8299999996
14408631000159;FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA;2;2025;418501;Medicina de Grupo;MG;7238487.36
14408631000159;FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA;3;2025;418501;Medicina de Grupo;MG;11639026.82
14576780000127;MEDGOLD ASSISTENCIA MEDICA LTDA - ME;1;2025;419753;Medicina de Grupo;MG;2249983.5100000002
14576780000127;MEDGOLD ASSISTENCIA MEDICA LTDA - ME;2;2025;419753;Medicina de Grupo;MG;4614976.34
14576780000127;MEDGOLD ASSISTENCIA MEDICA LTDA - ME;3;2025;419753;Medicina de Grupo;MG;7132208.79
14799035000147;ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA;1;2025;335754;Autogestão;BA;27544406.78
14799035000147;ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA;2;2025;335754;Autogestão;BA;57497897.220000006
14799035000147;ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA;3;2025;335754;Autogestão;BA;89731316.18
